,image,label,features_pca
756,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion Red/106_100.jpg,Onion Red,"[6.611358082743641,2.3942479372287195,-7.589149577836344,-8.194088680567098,-7.690585779520231,-1.9974070049988744,-5.110483324396147,3.2308087231968674,-4.7261372371281265,-4.707135581894765,2.4168180940528265,-2.2181762310618915,-2.2265861928180204,-2.7194308529121716,3.288366242385949,1.1185896833719788,1.035995377575708,2.2581608746527726,0.14658411813373917,5.037108905963791,-1.9391730298870342,3.787939537387172,-6.5881451856571625,3.587917058651885,-1.131591041823693,2.7780676356550975,-2.2010857650702316,-0.8492738342677318,-5.225817177616663,0.7312508229787006,-0.9013996374818009,0.777103241563007,-4.658098411685994,-2.951295785207426,0.09532346332692873,-1.0851035421549866,2.166648323530966,-4.5080085203753,-1.6122100534215251,-0.01332107544090866,2.9293625467780555,-1.7636924750541552,-0.8538332772034861,2.3025967030826173,1.6729208437571543,1.2368038732983975,5.371243797526366,2.959119007703689,1.2385960583413511,-4.671948529152376,-1.2657697883602659,1.0419351461334463,6.315362788258885,1.659457323448514,-2.045969053279675,0.1260169029889998,2.320229344688742,0.23742170783873995,5.345160904202648,-3.817704691994713,6.406596778802829,-4.334062880794855,-2.098068096526264,0.6364529629618291,-1.2913716370477877,-2.206098233539214,-1.9892037591467702,0.012982242858848617,-0.0557125174223823,-0.08343102389280452,0.9991511945836282,0.4944086269593637,-4.215583817151198,6.809780883696205,-1.741813886055473,-1.9792420680447962,0.2526943426410024,-1.3147810327100453,1.289388650378606,3.879384358003199,1.5724007508963382,-4.273036409326831,1.4742516169265687,-0.08042472677237357,-0.15812073943712907,0.07054615988092958,1.1870635005200536,1.0705554884857165,0.35636124989572776,-1.611117911265845,-0.5093456795540089,0.4213694064540114,0.9495885809105952,-0.9111847662283891,-1.0068570945630433,-0.27490407997095767,0.300541537114854,1.4162779765961826,-0.7289066291055061,-1.3011435425917874]"
757,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion Red/107_100.jpg,Onion Red,"[6.206942970860502,1.9494137952847317,-7.62218673047649,-8.225300865081744,-7.79515703488174,-2.5016507283604166,-5.316758015442073,3.062341501510215,-4.668587337317081,-4.650332892973958,2.4415711309047925,-2.0008445279889853,-2.612707496865789,-3.2565603226401243,3.5843646553528634,1.0759711686475517,0.6831034877903075,2.7370460500827125,0.696679245206347,4.958345546869928,-1.1383136751290381,3.890183825163797,-6.314068965668669,3.5636683001285645,-1.2407767919945643,3.009944716250044,-1.9979009935962642,-0.9388522752599926,-5.7700196886278565,0.06071606111022941,-0.47368489671128106,0.8412452108774638,-4.219928665545175,-2.7434707845079087,-0.05522870551580691,-1.057439840143466,2.7945598152633635,-4.446454095796993,-0.8440736829940179,-0.33398606823268406,3.1145610433460598,-1.576380701307226,-0.5183423723747392,2.1010172150528836,1.0267369660958465,1.21154195628927,5.399441820866592,2.6326085093844105,1.609311517813555,-4.4555274423787905,-1.2068447614909381,0.9946290623639705,6.331927246111622,1.9490873543343163,-2.0489471170422244,0.11637896494100239,2.005432201077437,0.1816963721805439,5.576303204661672,-3.6361854659405415,6.050003452262897,-3.7380155267808135,-2.2469637534504274,0.4516807320249466,-0.8760277844391242,-1.7113941130957655,-1.8886934366375774,-0.4268728372956115,0.25604726652600174,-0.4193472913874845,0.6135070431878781,0.5018490827787258,-3.7734611415828465,6.400120065236396,-1.959187274738095,-2.810966324718354,0.37539802072705264,-0.5893679518304239,1.1164038393998892,3.884498940745109,1.2831556299600289,-4.2656734217183665,1.7134948175430138,-0.4178600260725309,-0.5584150508698518,0.36281077702430087,1.3312620042155263,0.7460275183303271,-0.09605820240238812,-0.7192349660623342,-0.6525098569800103,0.3302704706090391,0.8245506746706832,-1.0029510407865716,-1.5021906699507912,-0.3310336070445631,0.08196300564212522,1.7793110280568896,-0.364024878476072,-0.986384401018371]"
758,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion Red/108_100.jpg,Onion Red,"[6.47842558541419,2.0679469390590146,-7.631383490707283,-8.449142505975002,-8.016377996740575,-2.09668615225553,-5.545117755734898,2.7247570718406733,-4.274301136101864,-4.585467837995948,1.8879881959928264,-2.2808313027968463,-2.635373551975655,-3.910838846934827,3.907399314651996,1.028135090686547,0.9167943497546968,2.593443065859606,0.5816359284444587,4.420174034550184,-0.9013295737661686,4.063953074857737,-5.866919716694283,3.621100571563967,-1.0913231189076702,3.148095230805916,-2.241106708840029,-1.2737046962401195,-5.6662452221461495,0.24825968692882608,-0.8175429340692545,0.6134165154713594,-4.179463963223971,-1.9204081701416962,-0.029157373951702932,-1.2163344726159004,2.5373233626055107,-4.034475850624223,-0.05231447603418607,-0.7484337547994182,3.0113219548493375,-1.869697057124347,-0.1916859561808747,2.1870778256050536,0.967549158445293,0.9782599110355701,5.119201207401923,2.6998737155357553,1.191898616308373,-4.4458314292741195,-0.7766422299492444,0.9945045453283381,5.474850382496559,2.244689907012556,-2.1224569836183633,-0.5159022092395693,1.8536595030273464,0.6949277761644448,5.724070106393437,-3.139032492140596,5.877109834989966,-3.4982118710183885,-2.137888913710384,0.6048044271480865,-1.2608586940515916,-1.3055427831600204,-1.8205211319632515,-0.5680833469072195,0.5386474784090475,-0.9336260668142619,0.5167560960686645,0.859300041592956,-3.675996589096864,5.682160419860035,-1.678204868232136,-2.625350690678597,0.318863416569013,-1.3336687256624724,1.2283730755468085,3.489263105415327,0.7225640716848194,-4.1526052376331695,1.8328310140416595,-0.05394434709425984,-0.5912460689496306,0.08027270716153684,1.5557070987617199,1.3679954543510418,-0.0846667950769647,0.1080621708803225,-0.3844821852225438,0.09055577671313415,1.1429146928753993,-1.3611453586419406,-1.6336989551216998,-0.3454384160566292,0.5960971530068652,1.3084992990442232,-0.22194025739415812,-0.9827879893427734]"
759,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion Red/109_100.jpg,Onion Red,"[6.627927535599903,2.1384573258024067,-7.521342756676702,-8.543537424894854,-8.343774081801735,-1.9346105241170881,-5.452643085515552,2.429538066190854,-4.321370165444567,-4.459400384735707,1.7809047764579853,-2.6171672743199688,-2.548096369576856,-4.031523093957973,3.7488837046083514,1.1526209243852161,0.3390584629203103,2.7580007399452677,1.143294669862199,3.807677504175897,-0.8665977298905451,3.9447093073560873,-5.599829604276516,3.606901566797424,-1.2776213539901151,3.071481417339676,-1.7912113485272967,-1.2760710419625314,-5.163407997074137,0.10373921912472474,-0.7637525602811083,0.4148731239095241,-3.9463992792162883,-2.0230086692434277,0.30035259197708997,-1.0015047739808942,2.54339783985646,-3.7350738293264514,-0.31245759070615825,-0.5516377210391665,2.782637218375705,-1.7459437576695764,0.40012384921648336,1.9305798280237787,0.8092335754118686,0.6229706867156001,5.255492497657977,2.774909699583027,0.8342393182619112,-4.503617305790429,-1.0655457974032452,0.8287376702722611,5.38764031871663,2.055608525662826,-2.2396425546818337,-0.40311896250535245,1.8774894817160404,1.093429450562525,5.002273593633126,-3.241702269086919,5.0628677766038965,-3.7214018881588538,-2.040193836879346,0.9193624332902302,-1.3298649077062112,-1.30148382845593,-1.8232287986421811,-1.0192002406361444,0.7660427051512251,-1.0866491870151203,0.39658736099202513,0.5873414246843566,-3.4849645866745727,5.445655956731662,-1.8283877789935872,-3.1309024310297344,0.2650427185409335,-1.768618659920942,1.4842520508239412,3.2244400448401356,1.0099105819087792,-3.9605244840008482,1.5583134741534783,-0.020508356448327398,-0.5422453385763435,-0.4060359714059184,1.7094809656258219,0.9688084938221018,0.15571275853696434,0.33512456289307213,-0.8454406146785755,-0.08450995063585082,0.5221584929257719,-1.1428786395223742,-1.7138676252525078,-0.5711714132407169,0.7820264581157497,0.9845828351212877,-0.21998861733249586,-1.1734305246987418]"
760,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/0_100.jpg,Onion White,"[21.399754589249103,-0.4150228673270576,-3.895477970020067,-4.6848992077896305,-8.450434233726263,-0.5771897434064748,-4.013761188452612,2.9622615793389864,-1.3399758164637952,-6.006671834454808,-1.7135163175938808,-3.0901038129985072,-1.1373718815181637,1.5437133145344015,4.384176334816426,-1.6198082736256907,1.3203437093024273,0.44889564017287104,-0.8644591626335262,2.6372088509912066,2.2417830498219886,0.5766531097874947,-0.7768069168074004,-0.7176459131486246,1.2499826586169618,2.4943823013138235,-1.385971373345757,-2.0753451618224954,0.5430143093738949,-1.6947027603842322,-1.8485596131689708,-1.2864654019120592,-1.808086409686138,1.9564464105389507,-0.7748221497244993,3.3428675870091578,0.8710122019443406,-0.8064283246943711,0.7714417517169232,2.1810244948333155,-1.8316114926451628,-4.249319345000273,-0.38216358230864717,0.865746833060183,-1.9041526636828037,3.4242763502981424,-0.2560477220027563,0.8719848222116742,0.10526439555090157,2.0126730650548357,-0.50143091861326,-0.30274266209772777,-1.1815314721649348,0.3801729512627293,1.3937748114596635,-2.578027291234341,-1.901344617167657,-2.008334161490264,-0.30107353217759225,1.8488684957064385,-0.20741926734984328,-0.01220586792386653,-0.9265483101703361,1.586017044536302,0.16462781575129182,1.6173185860740904,0.17517563995992066,-2.200762908648314,2.894849921690045,0.6196448005750664,-0.31683224453374714,-0.6675129667406127,-1.4697092827016276,0.9219416858836557,-2.1404199426918886,0.843704489620501,0.7343364255526118,1.4918005257709468,0.35815570127667784,1.045675785405809,0.24838572803096443,0.7617570941508172,-0.44425163738071943,3.290864256476394,-0.21994534650059613,1.0977091577049451,2.586585417139133,0.37725135458556297,2.8574759099963325,1.1741120452993798,0.6781090138070303,-4.605307776789301,2.1142952321536224,-0.9115432110471525,-0.24605097613755017,-6.133854957084424,1.3544542404071234,-2.0757946045231574,-0.14881940691735218,0.3246683333655067]"
761,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/10_100.jpg,Onion White,"[26.01290203002654,-0.9537145931783877,-5.00558589440655,-4.695380773639192,-5.737047123100753,-0.2747622338017768,-1.1528348993079136,4.464840329377426,-0.17052710726827527,-6.630617365635486,-2.235938567572168,-3.0825844026859768,-1.122487127743897,2.178465552829214,3.5456448757414067,-2.402638070364131,-0.2080179371015881,0.9977463282238278,1.2402678894525483,1.246139978139056,3.7143456024202925,-1.3903516415915413,0.2937962355216902,0.43735665066748725,1.3187245015233995,1.3131453944398446,-1.2433095811734651,-1.5867669500554569,1.4316438704381373,-3.144282462084915,-3.4128824161289013,-0.38882083066118917,-3.17556260095269,1.8253974109389788,-0.7177324163364462,2.8406900032981497,0.6366122004131113,0.5349382218392301,0.15150929239433208,2.8839841866224614,-3.9216058512786787,-5.515472723333766,-1.776869895296191,-0.5065927075410099,-2.6134015993813904,2.4360088703989353,-1.5355031072677765,0.3419914581767261,2.5401003846290293,2.1356416264843685,-1.473229125524065,-0.13747345886731274,-0.557779263629293,1.1893406950454453,2.2580436936947192,-3.052031273896356,-2.377403688142277,-2.484336684823699,-1.9090703176650552,0.021847176718324614,-2.7839092109590693,0.05948351286314136,0.6119356975895739,2.1356918958599813,-0.22467332416710736,2.1033996222671125,0.6971450359821645,-3.969005149216983,3.3958345380921044,-0.5055840016047971,-1.2294287472716023,-2.8296297114371023,-1.1670229434198263,1.8830100261276415,-1.3213909287915169,0.8537047871240492,-0.6672425542033655,1.4141422595313369,-0.27234632256152663,1.42862280342759,3.304736455095243,0.11571980116438783,-0.2704604967012068,7.2376194766218065,0.9736383343234413,0.6299229630784338,4.665119475333116,0.11025821739314765,4.610148253450087,-0.5748443796264139,0.2166952078056654,-7.676812723396479,3.689153203077079,-0.8491802169521562,-0.3969952088111004,-8.056176315100258,4.6349975989760805,-3.075084650413256,-0.9665474552740179,0.7325302860768272]"
762,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/11_100.jpg,Onion White,"[25.98646349409056,-0.9145406482468289,-4.518847142718494,-5.2078169056068875,-5.688010612036171,-0.6829013121492766,-1.873811720159826,4.305235833693976,0.39844813290906644,-6.812193409585325,-2.345857437264781,-3.4089258102963402,-1.439343694876007,2.398884881301233,3.2451958017379168,-2.4112540350141827,0.233307601674326,0.7679027754626853,1.0183923884900294,1.1902650184004124,3.3811342694724567,-1.0700250047488304,0.11296339911775265,0.8480024188652686,1.7655224295212855,1.7268281543343549,-0.889628850009853,-2.2736147696380886,1.353476783023322,-3.177208711159187,-3.5167402541752275,-0.16429670468064975,-2.8056111424749552,2.170832122176006,-0.9727089211929607,3.0572864378671416,0.5658631791680225,0.13431519502063985,-0.02980015522696062,2.830265340819854,-3.7367034935144945,-5.09286841532234,-1.286757081055292,-0.800686627741358,-2.8433955752167845,2.7351621914356996,-1.2244026748708567,0.04796521936324311,2.9415931707688956,1.8240677850515183,-1.3521972117071732,0.18900540622884118,-0.2850255767529465,1.228157125881258,2.1829232535700913,-3.4112441308868413,-2.5179486660169434,-2.5478618930217865,-1.7470393700878493,-0.21920407022813387,-2.7148500531955837,0.45147477108702966,0.4162500921205859,2.4348137247411032,-0.3995445800311185,2.2644474323014574,0.7355199146627155,-3.5507126867886027,2.814836108631204,-0.43197062121505725,-0.949771429372804,-3.1999480276006733,-0.9347718729242512,1.6239870038281174,-1.7325681309505219,0.9967336113938736,-0.8412947989215782,1.398621627340706,-0.5267171940274673,1.4650802527552895,3.1191493154339387,0.32704477556494294,-0.27340685496047684,6.8525036544345985,0.9740414764278593,0.5498336765244047,5.253842467235516,0.3654313520555202,5.04065030735623,-1.2146367340103559,0.42768920557456475,-8.034343224080379,3.764032641014494,-1.088462204563993,-0.4583690230116503,-7.729663235974341,4.477546661739706,-2.8828468530067273,-1.243642067149579,0.35255811931395475]"
763,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/123_100.jpg,Onion White,"[26.88128983544157,-3.3897361073331544,-7.387574894066365,-4.501099852821874,-7.3925701151366745,0.04108336832200316,-3.8389296893092983,2.1336706269478207,1.6466112653224267,-4.700378240155793,-2.34392592511984,-3.8775662235053248,-3.7890522481616804,1.6206593561025533,3.8724500738537864,-2.7087549291649053,0.309220869760826,-0.6716792172325353,-2.1004351931986593,-0.7604229658872453,2.3639072040678153,-0.4636720368134777,1.1566397809398905,4.145008072758997,1.0096900811982696,-0.9910285300520698,-2.343210913308428,-2.6005756519917274,1.9741137338888388,-2.5447378052321916,-1.8837249135193999,0.2506071461070913,-3.3725267806367323,1.1006559797854423,0.6130867969423779,1.4017735655164767,-2.394257637721381,-0.002777016203244935,-0.8974173761674847,1.722704841999804,-0.14403317816915512,-4.636326648378056,0.6102495346527855,-0.2651050473312968,-2.8238068929131352,3.143506380726736,-0.5683942112721309,1.0546222995883758,1.871199650748057,-0.3467448021140628,0.4517617257307972,-0.3082592957819587,-1.281324947905711,0.04338972609566543,3.40300195871717,-3.5802128321557825,-1.5511986672696525,-0.02544823226202115,-3.9196244169762364,1.9756882608605504,-1.3195762421699595,-1.9256194469047854,1.1042087980487036,1.6021106929821245,-3.003736053583882,1.0945652748060821,1.6416787974619065,0.6195516456061283,2.2242470697064767,1.7375324520955837,-0.4053945125540042,-1.140304865822018,2.4136471729842244,-1.2501876634775186,0.32780549922960456,1.4901471202981387,-1.7168067060309118,2.3203813834439364,-1.2203868666213862,1.2776934266642659,0.6353122630211552,1.6952993480345198,0.3928050805053279,3.106908949292348,2.154717906736311,1.4508498619322499,2.6774435919790247,-0.2027772050196265,1.2426692851291048,1.9632120106781155,-0.06001708067458479,-5.1822055061556025,2.466854121961801,-1.1081357431539902,-2.395805950753191,-7.106327817377177,-1.9063652445246866,1.260343675367725,-0.4457391026651801,-1.2651008208270456]"
764,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/124_100.jpg,Onion White,"[27.349566462463855,-3.78247585136094,-7.293982029212183,-4.396126489802497,-7.039298127680354,-0.04311113779118975,-3.601041804550008,2.013432668548754,1.6569576152217662,-5.02595041849489,-1.911286145178116,-3.5835286316520927,-3.9649543088536627,1.992164820792346,4.526697393158314,-2.6633507151610845,0.16183237291011238,-0.45453606029715554,-1.6818055131023604,-0.9246211178140281,2.3830406567669193,-0.46705663269460845,1.5591402764483409,3.9538983158711405,0.5051529335885682,-0.9550216718738358,-1.9639305515139647,-2.4828136167834507,1.996704642353186,-2.4247741740798223,-1.586848055403863,0.5592760048607016,-3.696683214999966,0.9481349315360973,0.853322057027167,1.024298733550866,-2.424599764989917,0.11961166861621712,-0.6107758966329797,2.0061368147035163,-0.04319835542705591,-4.880908643539044,0.34941612780709025,-0.4468549669082321,-2.968241840886769,3.2303681962056374,-0.8810968870800265,1.08804633104526,2.170483878339553,-0.4472509742267058,0.4501076996874789,-0.6241462019630633,-1.6287624551007878,-0.146018659117678,3.0074731190093487,-3.5366803868036216,-1.6306206391992213,-0.3934966881512167,-3.9365812594437397,1.9314463615149038,-1.0543830359604507,-2.3678121332651094,1.3317899615704563,1.5517430757779351,-3.368452948400209,1.2169547592171288,1.8121133899082909,0.8955053749538796,2.4733822095168194,1.5609595995767338,-0.5375814996352182,-1.1716548087475658,2.1902726879435064,-1.300623367273809,0.05731498083319082,1.1091323337537335,-1.9686112720855327,2.31169284847197,-1.0675841765847291,1.5881448262656135,0.8575146588478738,1.4082401472169768,0.5191166098044429,3.0495211754016833,2.865907588907703,1.327408366740473,3.3316520241573646,-0.44434854046416117,1.5286059407411285,2.0903168079348284,-0.11403442479063428,-5.660121694500978,2.744192740128404,-1.4944075827252157,-2.8682891080623887,-7.20553398234217,-2.0443336610812266,1.1270497320936639,-0.6189312778619418,-1.290362366775536]"
765,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/125_100.jpg,Onion White,"[27.10849470973562,-3.8087844873601364,-6.9163296504136085,-4.606817894960323,-6.497505061017237,-0.3417623888929393,-3.4225217843253186,1.8291802820317207,1.3607915225944227,-4.9328831440131395,-1.9593632083182164,-3.1640146506917652,-3.663059141461738,1.6974354229433657,4.133270310207305,-2.2852113700364183,0.3718553756193903,-0.4084972934671997,-1.5537697617167294,-1.1532479997138838,2.5637171746051393,-0.10815047588758407,1.5312196226173347,4.135607340854341,0.5361572266513176,-1.0944992462367922,-2.0863323678916466,-2.3267861489865003,1.6690179234939748,-2.267820330267992,-1.1406530725562447,0.6887197978593151,-3.7035630351415287,1.1871507649039925,0.8322418149294354,1.1410039088309172,-2.624306810288238,0.42479586387600415,-0.3430912922686066,2.103305407661138,-0.02019385430431397,-5.09471076913001,0.7054267590563434,-1.0012891949357716,-3.07191318461473,2.788413558154299,-0.3926631065656636,0.9798181939233764,1.6773051555106275,-0.4200820816862809,0.47791292000252694,-0.5361590105209922,-1.715947971164184,-0.08769956190576282,3.4224705402165396,-3.293814001870251,-1.7105972316723885,-0.5985710573152223,-3.8625034890883136,1.854909554018556,-1.7242206098579,-2.229418624164224,1.712343827350305,2.0517065645289203,-3.758790886944492,1.139625501028725,2.2921281674804788,0.4399156946565878,2.4446933917580287,1.5200705515745077,-0.23992273138243678,-1.3273468522474519,2.429754546986875,-1.2248108057401674,0.3501578291555009,0.9448642743561799,-2.385174394977599,2.100209365469183,-1.1892797839028362,1.2643014281910272,1.2692771461591603,0.8970449790863642,0.5811943782629971,3.452577916492564,2.426075117208343,1.2490025568485363,4.147817916535533,-0.2989506668491537,1.2443490288839978,1.9660887204784872,-0.15157372915320008,-5.950890754115572,2.7623967119246746,-1.447354099782905,-2.957122438297504,-7.2084197822028075,-2.223393363756183,1.1231067616523125,-0.793232160854196,-0.9614473562768396]"
766,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/126_100.jpg,Onion White,"[27.96672679641505,-4.425537850559104,-6.724649910160424,-4.78088716957138,-6.5418074843257115,-1.6459823179993371,-2.377280200046934,1.578203365753707,1.0579345155690911,-5.2040764733418845,-2.1972199845526803,-3.133357611031512,-4.300083509508509,0.6681752901792811,4.694782268023014,-2.1159653691117164,0.3078335497905145,-0.08217170059066702,-0.789900630325141,-1.1983852537537818,2.138295731090224,-0.2968932552099732,1.131816137928468,3.6001141666891394,-0.029377881939085127,-0.2503301025808957,-1.9260532258582173,-2.6803042429441235,1.0258944804795607,-1.9253104185234802,-1.5423693976206694,0.6523046072392598,-3.5247803103100246,1.306419188582337,-0.16598631708699976,1.2437073385686432,-2.2847039824633684,-0.20051305718930806,-0.7564641018353933,2.6229915642211195,-0.572766798790832,-4.57536899806945,0.6437569746933766,-0.676352456440082,-3.0846746487113883,3.298491106277635,0.2546637260174604,1.0855559652971936,1.837213891677413,0.12473919672723413,0.078655510612713,-1.2078907836867785,-1.5975108900247705,-0.3291375653076444,3.683574331452262,-4.04815652476117,-1.8035519176908341,-1.1594866045382102,-3.5637662510672126,1.6516531113679807,-2.060662511608139,-1.9645587730696088,1.9557301556566655,2.3754724479369753,-3.594738198012061,1.9595866312665924,1.4105999096715682,0.8619490099170886,3.1490899038463853,1.831428631847494,-0.0017833760656072416,-1.394337075799704,1.5001607279098759,-1.6795203539269214,0.19674502152175827,1.2759153239490566,-2.4414222464527677,1.998204408794338,-0.5427373294706347,1.5832521978805838,2.085451925253135,0.9868764532781824,-0.003526286866454925,3.5117557480354407,2.734001130230694,1.0465605691580981,4.745216569102604,-0.5262150050403066,1.023091283061097,1.9744185329950847,-0.12029098631673227,-6.87190548026922,3.157499009045483,-1.4315335647431564,-2.7902680087502056,-6.704397755348408,-2.2313284655282164,1.4728613017322418,-0.4027769161524072,-0.6901211184605798]"
767,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/127_100.jpg,Onion White,"[28.254341129639663,-4.029581252582056,-6.466081028159008,-5.2231784960808545,-5.710037624555286,-1.2920354496716,-2.777970289014698,1.4972235574673953,1.5791246390218998,-5.376392085443063,-2.476751371645847,-3.2698608423605813,-3.385468092689306,0.5243575185869243,4.2802504128267165,-1.8712866972799909,0.5038285869832263,-0.4447434312677704,-0.8349515894206418,-1.0285301954125619,1.9141243984427838,-0.44521105895241264,1.3206497899293417,3.805983681287482,0.14133731429002172,-0.10911127892511703,-1.7384710322217551,-2.8220504198857914,1.501265923481936,-1.7858660370217379,-1.2343513083886974,1.0084337994829489,-3.3219459196992016,1.634225844746163,-0.08852242796919538,1.5032340006962563,-2.5596247611707166,-0.052666801473979896,-0.6316061404271132,2.534287884154244,0.1877002535088224,-4.371140273245783,0.2136842674436812,-0.7965080366312084,-2.9297584843413444,3.068479531286265,0.09452072588798237,0.8259980304495201,1.812458921457686,0.23784060911918853,0.7399344186847248,-1.2329269494378703,-1.2834102218948447,-0.4823317327747568,2.9546453913263813,-3.4262866703974155,-1.5507141382445466,-0.6975348822245023,-3.45462136567153,1.9400909916292235,-1.6744467515575312,-2.153310998590159,2.083065092466847,2.493003910015998,-3.0369839137420307,2.050249027488802,1.0603641894753821,0.41756539110379204,3.5628707693685957,1.3339062227618481,0.01533701606464375,-1.1083417712898593,1.2020538462277541,-0.7462899784535757,-0.14672161598114433,1.8920081566730087,-1.736855635417774,1.6544489225896468,-0.978681692551872,1.0939508729618195,1.3535250746007126,1.2795188093983152,-0.2938398158530937,3.095994175566717,2.909065776971264,1.2652749409558626,4.289086240895487,-0.32936562517538986,1.275638744552253,2.276607541374154,-0.4135497062616941,-6.423700856445661,2.978818843687697,-0.8966519143868495,-2.5501583239814085,-6.460845393672532,-1.8878753043933014,1.7377699416969956,-0.2549450122989459,-0.8169627862899184]"
768,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/12_100.jpg,Onion White,"[26.422720934238697,-1.3378721462912657,-4.802646327220514,-4.806089479608471,-5.650747206341819,-0.6593920689355456,-1.4305614062750323,4.755262801299769,0.20837004836905376,-6.996762016200095,-1.9516742897601393,-2.8568842929452414,-1.8580284127610598,1.9781360516062239,2.7863464882424926,-2.903289369628599,0.32442951421663496,0.7174618081596074,0.529185738428378,0.7774204058893199,3.8258034574693816,-0.6169364453103744,0.7682136885024764,0.7093901812698881,0.9285248745206021,1.425165646575556,-0.7096747409215444,-1.8486813865807925,1.0475142633581827,-3.6424525475150067,-3.512131422281236,0.0032244996781457353,-2.6803880076479643,1.6497860757603102,-0.9299119336831304,2.9406819681436356,0.6850740470747627,0.6588765727148329,-0.2263253034200297,3.2519391855317803,-3.5344519145596127,-4.941586974089269,-1.1249391968681157,-1.0069770764257517,-2.261484357436425,2.7429143642556637,-1.509715572456018,-0.3142815021895053,2.586095481695741,1.927452609208398,-1.0773980540097625,0.425635450520093,-0.4516259656692499,1.208641414373375,2.354491233333693,-3.2147957755634122,-2.463755241057556,-2.6631471285317483,-1.4834293247891392,-0.7028903813284793,-2.5597081228817227,0.29807597360683524,0.6599900775803369,2.6322941546485414,-0.13467930091495547,2.440253887896403,1.3349084258177146,-3.7513981898086044,2.6454519954118756,-0.5657318121788544,-0.9770125123625506,-3.109345481662605,-1.2144456399474433,1.9337185552349012,-1.2788922584140958,0.8156217654265123,-0.7747777602396879,1.470226769042904,-0.008148601287111779,1.5032628101821335,3.347920540469507,0.5834644307828281,-0.8815355794284636,6.947259344118487,0.6295743023740806,0.28730488234843155,5.596994159425497,-0.01085868457970769,4.526389379446135,-0.9166321667381852,0.7951433573033109,-7.7975494890165775,3.4475375363746465,-1.1871884066895042,-0.2537714424061759,-7.394224253293509,4.565150554641999,-2.913435729674702,-1.35551300715382,0.6630071764764885]"
769,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Onion White/131_100.jpg,Onion White,"[28.798688872098047,-4.875064010398418,-5.60684705677858,-3.9715052094815806,-6.166119316294042,-2.5035630390870605,-1.7624774861007348,1.4998822451578435,2.154748101838586,-6.828346083064293,-1.2311344597395548,-2.26310964709327,-2.811105899788545,-0.1402678699040319,3.6579517719504384,-2.0642512414265295,0.9291365247879617,-0.4155566785248984,-0.7127927658329648,-2.031384857126991,1.0161601991284817,-1.2966836405093725,-1.4678538786092699,1.5005297060537692,0.6678978352710171,0.01056045988242942,-2.107710514020948,-3.5350397641436344,1.5464160142080334,-1.9836750058942474,-2.027731634701736,0.3713923223425639,-2.7355244394707174,1.4985825810772162,-0.30417522460165064,1.550636188637059,-1.3023856116220764,0.8265503685961211,0.6842074937815554,2.216363939681607,-0.4983776997688705,-4.685442121530428,0.588465594259227,0.1025910715097725,-1.8291457817881134,3.053283548667547,0.5199285382466196,0.9178432358510816,1.6953411220786097,0.4293051252205087,0.3110757985144791,-0.842101552499942,-0.831127981790766,-0.32706854156488235,2.844290982536027,-3.3149815773330875,-1.9653461552356295,-0.7553518457131643,-2.1338367968180214,1.3499804036772163,-1.6806769914114228,-0.9347962329423127,0.9603682728283964,3.4352807770047145,-1.461091725059477,2.32693227396961,0.35804444409078884,1.1957107652658083,1.961321796663815,2.118881188291423,-0.42503226700774976,-1.1144398599211076,0.7319396196651128,-0.3697901617807778,-0.46992604584086317,1.7399995737583356,-2.372224413000108,0.6537487633064528,-0.9233680147639056,1.8365108469037354,1.1804071155126872,0.9936069246887367,-1.143150044101542,2.7833830763996747,1.826250988563472,0.27821847825760676,3.3829086641142285,-0.8513652319679783,-0.12950615893312192,1.7053344861890816,-1.3025342060666008,-5.80422764140217,2.158467595441457,-0.11104290460336644,-1.506999804554336,-4.481865282452315,-0.8961162728706954,1.9047699753918486,0.19451229062807757,-0.41018686635474644]"
